id,handle,first_name,last_name,email,street,city,state,gender_identity,real_food_affinity,luxury_brand_affinity,tech_gadget_affinity,travel_affinity,cost_per_impression
766,echaizel9,Ettore,Chaize,echaizel9@newsvine.com,22 Tennyson Crossing,Cincinnati,Ohio,Bigender,0.53,0.85,0.0,0.1,8
767,ecoytela,Eldon,Coyte,ecoytela@sciencedirect.com,54455 Merrick Drive,Knoxville,Tennessee,Female,0.61,0.17,0.77,0.37,92
768,wmineghellilb,Ware,Mineghelli,wmineghellilb@patch.com,74 Anderson Lane,Springfield,Illinois,Non-binary,0.26,0.58,0.96,0.53,62
770,fferrimanld,Forster,Ferriman,fferrimanld@facebook.com,97712 Parkside Avenue,Winston Salem,North Carolina,Female,0.27,0.57,0.3,0.05,52
771,lrosseyle,Lindsey,Rossey,lrosseyle@si.edu,47873 Graedel Trail,Shawnee Mission,Kansas,Non-binary,0.19,0.85,0.08,0.17,27
772,lflearlf,Latrena,Flear,lflearlf@free.fr,3153 Lakeland Terrace,Corpus Christi,Texas,Polygender,0.07,0.28,0.8,0.9,26
773,astangelg,Aristotle,St Ange,astangelg@flickr.com,67615 Arapahoe Place,Lexington,Kentucky,Genderfluid,0.9,0.62,0.09,0.52,31
774,ejorissenlh,Eben,Jorissen,ejorissenlh@whitehouse.gov,305 1st Center,Norfolk,Virginia,Agender,0.67,0.42,0.84,0.56,33
775,vtimbridgeli,Vicky,Timbridge,vtimbridgeli@archive.org,13 Briar Crest Lane,Indianapolis,Indiana,Genderqueer,0.55,0.66,0.55,0.5,79
776,cnodenlj,Consolata,Noden,cnodenlj@engadget.com,0 Stephen Alley,Richmond,Virginia,Genderqueer,0.08,0.37,0.54,1.0,2
777,gatcocklk,Georgianne,Atcock,gatcocklk@networksolutions.com,5 Toban Parkway,El Paso,Texas,Bigender,0.06,0.62,0.65,0.5,12
778,cickovicll,Clemence,Ickovic,cickovicll@stanford.edu,07849 Westerfield Junction,Concord,California,Female,0.52,0.99,0.71,1.0,95
779,ehasserlm,Eachelle,Hasser,ehasserlm@ucsd.edu,371 Continental Drive,Spartanburg,South Carolina,Genderfluid,0.66,0.3,0.25,0.54,69
780,jdolbeyln,Jareb,Dolbey,jdolbeyln@wikipedia.org,7473 Sauthoff Way,Birmingham,Alabama,Genderfluid,0.57,0.56,0.8,1.0,25
781,seggertonlo,Storm,Eggerton,seggertonlo@cdbaby.com,9597 Hansons Street,Sacramento,California,Male,0.35,0.86,0.52,0.45,32
782,lphillerlp,Laraine,Philler,lphillerlp@blogs.com,1 Beilfuss Parkway,Tucson,Arizona,Female,0.89,0.38,0.04,0.64,92
783,alaidlawlq,Adelice,Laidlaw,alaidlawlq@jalbum.net,9258 Norway Maple Junction,Des Moines,Iowa,Genderfluid,0.81,0.47,0.66,0.01,95
784,klampenlr,Kare,Lampen,klampenlr@google.es,45 Charing Cross Alley,Memphis,Tennessee,Male,0.51,0.84,0.48,0.3,98
785,jbalsomls,Joshuah,Balsom,jbalsomls@dmoz.com,9 Holmberg Hill,Chicago,Illinois,Polygender,0.95,0.61,0.16,0.26,89
786,gfaireslt,Gilburt,Faires,gfaireslt@illinois.edu,26 Hudson Center,San Diego,California,Male,0.23,0.69,0.76,0.78,94
787,hstiegarslu,Hort,Stiegars,hstiegarslu@webnode.com,98 Boyd Place,Bradenton,Florida,Genderfluid,0.79,0.44,0.77,0.57,95
788,pwhyelv,Pearle,Whye,pwhyelv@kickstarter.com,810 Tony Avenue,Richmond,Virginia,Polygender,0.17,0.07,0.77,0.49,11
789,tnilleslw,Tibold,Nilles,tnilleslw@wired.com,56 Iowa Trail,Los Angeles,California,Bigender,0.69,0.93,0.84,0.48,11
790,dendicottlx,Domeniga,Endicott,dendicottlx@seattletimes.com,247 Dunning Parkway,Winston Salem,North Carolina,Female,0.17,0.38,0.78,0.36,63
791,edolanly,Erek,Dolan,edolanly@purevolume.com,576 Macpherson Center,Carson City,Nevada,Male,0.62,0.67,0.43,0.43,62
792,cbirnielz,Clari,Birnie,cbirnielz@mashable.com,85790 Barby Trail,Lexington,Kentucky,Bigender,0.54,0.16,0.61,0.29,27
793,gwickendenm0,Gennifer,Wickenden,gwickendenm0@youtube.com,9123 Riverside Court,Houston,Texas,Agender,0.34,0.98,0.11,0.37,6
794,iamottm1,Izak,Amott,iamottm1@aol.com,3348 South Crossing,Santa Barbara,California,Polygender,0.79,0.17,0.06,0.56,38
795,tgouldingm2,Tallulah,Goulding,tgouldingm2@apple.com,9230 Debra Pass,Saint Louis,Missouri,Genderqueer,0.03,0.84,0.32,0.11,27
796,mbrokenbrowm3,Marty,Brokenbrow,mbrokenbrowm3@home.pl,6351 International Drive,Louisville,Kentucky,Female,0.35,0.14,0.54,0.19,24
797,gbeardshallm4,Gloria,Beardshall,gbeardshallm4@ox.ac.uk,77748 Lakewood Gardens Point,Pueblo,Colorado,Bigender,0.95,0.94,0.15,0.4,26
798,rmyderscoughm5,Roddy,Myderscough,rmyderscoughm5@dedecms.com,714 Larry Circle,Kansas City,Missouri,Female,0.03,0.31,0.45,0.12,53
799,bahernem6,Bertha,Aherne,bahernem6@goo.gl,54 Stephen Way,Davenport,Iowa,Bigender,0.65,0.63,0.58,0.22,94
800,mdybaldm7,Marillin,Dybald,mdybaldm7@xing.com,81107 Dawn Pass,Trenton,New Jersey,Genderfluid,0.8,0.26,0.11,0.68,80
801,jcoolm8,Johannes,Cool,jcoolm8@cnn.com,422 Briar Crest Street,Tacoma,Washington,Non-binary,0.4,0.26,0.92,0.82,99
802,mjerremsm9,Margit,Jerrems,mjerremsm9@wix.com,4 Mccormick Parkway,Dearborn,Michigan,Agender,0.71,0.07,0.88,0.57,72
803,dbreensma,Daniela,Breens,dbreensma@yahoo.co.jp,8 Packers Lane,Chicago,Illinois,Genderqueer,0.73,0.44,0.85,0.74,7
804,adunymb,Aveline,Duny,adunymb@cam.ac.uk,23 Mandrake Center,Juneau,Alaska,Bigender,0.0,0.67,0.97,0.01,53
805,jdrakesmc,Joaquin,Drakes,jdrakesmc@acquirethisname.com,13 Surrey Terrace,Inglewood,California,Bigender,0.09,0.15,0.56,0.12,0
806,rnovotnemd,Rudy,Novotne,rnovotnemd@nasa.gov,1368 Haas Avenue,Houston,Texas,Non-binary,0.04,0.66,0.61,0.96,79
807,mrichmondme,Mirella,Richmond,mrichmondme@sohu.com,1227 Donald Court,Spartanburg,South Carolina,Female,0.77,0.97,0.05,0.13,46
808,cdrifemf,Claude,Drife,cdrifemf@netvibes.com,56006 Algoma Road,Greensboro,North Carolina,Bigender,0.64,0.02,0.22,0.17,23
809,acamachomg,Aline,Camacho,acamachomg@miibeian.gov.cn,91303 Scofield Way,Stamford,Connecticut,Agender,0.81,0.36,0.39,0.51,47
810,rcallachermh,Rhonda,Callacher,rcallachermh@timesonline.co.uk,6 Starling Hill,Lincoln,Nebraska,Bigender,0.15,0.79,0.93,0.86,100
811,jsainsberrymi,Jamey,Sainsberry,jsainsberrymi@irs.gov,50 Scoville Trail,New Haven,Connecticut,Polygender,0.92,0.86,0.25,0.75,84
812,mnevettmj,Marjorie,Nevett,mnevettmj@prweb.com,678 Larry Plaza,Jamaica,New York,Bigender,0.13,0.78,0.29,0.17,33
813,lbettymk,Libbie,Betty,lbettymk@amazon.de,21 Texas Lane,Johnson City,Tennessee,Genderfluid,0.11,0.98,0.33,0.29,18
814,hhaithwaiteml,Hugibert,Haithwaite,hhaithwaiteml@opera.com,82 Tennyson Drive,Spokane,Washington,Polygender,0.46,0.46,0.21,0.98,10
815,fchsteneymm,Fanchette,Chsteney,fchsteneymm@eventbrite.com,80459 Jenna Lane,Amarillo,Texas,Genderqueer,0.85,0.56,0.42,0.72,84
816,gcultchethmn,Gianina,Cultcheth,gcultchethmn@opensource.org,04 Melody Point,Fort Wayne,Indiana,Female,0.28,0.96,0.5,0.07,48
817,twapplemo,Teodora,Wapple,twapplemo@examiner.com,789 Boyd Terrace,Hayward,California,Polygender,0.43,0.0,0.83,0.33,55
818,hmakepeacemp,Hendrik,Makepeace,hmakepeacemp@shutterfly.com,117 Hauk Crossing,Evansville,Indiana,Female,0.02,0.36,0.51,0.88,78
819,melnermq,Michell,Elner,melnermq@nba.com,90 Londonderry Place,Pittsburgh,Pennsylvania,Genderqueer,0.72,0.63,0.32,0.01,14
820,vfortiemr,Vera,Fortie,vfortiemr@sciencedirect.com,21687 Waxwing Plaza,Anaheim,California,Agender,0.23,0.15,0.57,0.57,41
821,jfalloonms,Jessey,Falloon,jfalloonms@w3.org,8591 Hovde Avenue,Anchorage,Alaska,Agender,0.25,0.8,0.75,0.74,19
822,imcginlaymt,Ivy,McGinlay,imcginlaymt@samsung.com,870 Graedel Pass,Tampa,Florida,Agender,0.76,0.97,0.92,0.31,99
823,carchibaldmu,Cly,Archibald,carchibaldmu@about.com,542 Brickson Park Point,Des Moines,Iowa,Genderqueer,0.51,0.73,0.92,0.15,93
824,ddivvermv,Durante,Divver,ddivvermv@google.com.br,710 Oxford Way,Akron,Ohio,Female,0.78,0.26,0.03,0.23,92
825,cvairowmw,Clementine,Vairow,cvairowmw@cbc.ca,97284 Heffernan Court,Woburn,Massachusetts,Agender,0.65,0.33,0.08,0.4,92
826,mdourinmx,Morgan,Dourin,mdourinmx@multiply.com,73501 Arkansas Alley,Boise,Idaho,Genderqueer,0.06,0.92,0.58,0.41,70
827,ccattelmy,Claudius,Cattel,ccattelmy@epa.gov,356 Donald Circle,Sacramento,California,Bigender,0.79,0.71,0.6,0.73,13
828,westerbrookmz,Warren,Esterbrook,westerbrookmz@cnet.com,38211 Northwestern Avenue,Richmond,Virginia,Genderqueer,0.4,0.69,0.64,0.56,9
829,aelldredn0,Alexander,Elldred,aelldredn0@trellian.com,84022 Hagan Drive,Albany,New York,Non-binary,0.27,0.95,0.04,0.48,19
830,lhaselln1,Lainey,Hasell,lhaselln1@boston.com,25622 Corben Street,Salt Lake City,Utah,Bigender,0.51,0.05,0.49,0.11,49
831,eswaingern2,Elyn,Swainger,eswaingern2@netlog.com,2686 Paget Way,San Mateo,California,Non-binary,0.46,0.59,0.71,0.55,59
833,stilbrookn4,Scot,Tilbrook,stilbrookn4@epa.gov,77 Pennsylvania Park,Lubbock,Texas,Non-binary,0.87,0.89,0.9,0.4,77
834,tspinleyn5,Trstram,Spinley,tspinleyn5@odnoklassniki.ru,6 Lillian Crossing,Santa Fe,New Mexico,Polygender,0.95,0.48,0.98,0.89,10
835,ibarabischn6,Isabella,Barabisch,ibarabischn6@who.int,369 Shelley Junction,Hampton,Virginia,Agender,0.51,0.32,0.53,0.34,41
836,kgulyn7,Keriann,Guly,kgulyn7@google.pl,63103 Manufacturers Alley,Evansville,Indiana,Genderqueer,0.7,0.13,0.94,0.37,48
837,cmeekingsn8,Cordey,Meekings,cmeekingsn8@buzzfeed.com,2887 Judy Lane,Montgomery,Alabama,Agender,0.78,0.47,0.26,0.12,25
838,trobshawn9,Thorsten,Robshaw,trobshawn9@alibaba.com,90898 East Trail,New York City,New York,Agender,0.58,0.29,0.8,0.0,15
839,jskippenna,Janeta,Skippen,jskippenna@mtv.com,2 Evergreen Park,Sacramento,California,Non-binary,0.81,0.18,0.53,0.87,12
840,mchaizenb,Mattie,Chaize,mchaizenb@squidoo.com,01 Spaight Avenue,Fort Smith,Arkansas,Agender,0.83,0.75,0.96,0.26,31
841,nbasketfieldnc,Nathalia,Basketfield,nbasketfieldnc@cocolog-nifty.com,71 Tennyson Place,San Francisco,California,Polygender,0.09,0.54,0.86,0.9,24
842,rlikelynd,Ricki,Likely,rlikelynd@boston.com,4084 Lerdahl Avenue,Knoxville,Tennessee,Genderfluid,0.04,0.82,0.86,0.28,40
843,ltregustne,Leicester,Tregust,ltregustne@hexun.com,5804 Sunnyside Terrace,Pasadena,Texas,Bigender,0.84,0.24,0.58,0.13,53
844,cradfordnf,Charmion,Radford,cradfordnf@nydailynews.com,24106 Westerfield Drive,Corpus Christi,Texas,Bigender,0.84,0.07,0.12,0.37,59
845,acockinng,Aida,Cockin,acockinng@examiner.com,1 Express Crossing,Tampa,Florida,Female,0.93,0.79,0.39,0.8,78
846,btuftsnh,Bridget,Tufts,btuftsnh@mediafire.com,8 Mifflin Plaza,Washington,District of Columbia,Male,0.07,0.76,0.88,0.29,35
847,cadhamsni,Cyb,Adhams,cadhamsni@baidu.com,33 Hoffman Plaza,Los Angeles,California,Female,0.11,0.21,0.56,0.05,75
848,ogalgeynj,Ola,Galgey,ogalgeynj@yahoo.co.jp,52028 3rd Court,Wilkes Barre,Pennsylvania,Agender,0.82,0.86,0.14,0.67,54
849,fsurguinenk,Filip,Surguine,fsurguinenk@feedburner.com,573 Lunder Pass,Washington,District of Columbia,Polygender,0.03,0.94,0.51,0.14,47
850,cmaudlennl,Candie,Maudlen,cmaudlennl@buzzfeed.com,322 Melby Place,Reston,Virginia,Genderqueer,0.95,0.22,0.51,0.68,10
851,ftegellernm,Faulkner,Tegeller,ftegellernm@princeton.edu,8028 Pond Way,Memphis,Tennessee,Genderqueer,0.55,0.82,0.54,0.45,26
852,cboylundnn,Conchita,Boylund,cboylundnn@edublogs.org,7401 Ilene Trail,Trenton,New Jersey,Agender,0.07,0.41,0.86,0.29,3
853,mmcgilbenno,Madelin,McGilben,mmcgilbenno@un.org,5181 Pleasure Circle,Phoenix,Arizona,Genderfluid,0.7,0.19,0.89,0.01,34
854,apeasbynp,Aggie,Peasby,apeasbynp@soup.io,7826 Eagle Crest Lane,San Antonio,Texas,Non-binary,0.42,0.01,0.6,0.66,51
855,grothchildnq,Gwenni,Rothchild,grothchildnq@businesswire.com,7 Erie Place,Rochester,New York,Genderfluid,0.59,0.28,0.71,0.31,54
856,bcochrannr,Broddie,Cochran,bcochrannr@chronoengine.com,1 Mariners Cove Parkway,Miami,Florida,Agender,0.14,0.12,0.44,0.33,59
857,khenrins,Kristel,Henri,khenrins@stumbleupon.com,238 Myrtle Circle,Silver Spring,Maryland,Female,0.31,0.77,0.35,0.76,85
858,rdominichellint,Rheba,Dominichelli,rdominichellint@netvibes.com,930 Darwin Place,El Paso,Texas,Female,0.62,0.36,0.54,0.24,60
859,tkusicknu,Toni,Kusick,tkusicknu@joomla.org,39128 Memorial Hill,Spring Hill,Florida,Agender,0.06,0.08,0.2,0.39,30
860,gmongannv,Gwen,Mongan,gmongannv@imgur.com,142 Fulton Circle,Dallas,Texas,Agender,0.42,0.58,0.66,0.91,32
861,fhargnw,Fayette,Harg,fhargnw@yolasite.com,5833 Arrowood Road,Las Vegas,Nevada,Polygender,0.6,0.55,0.39,0.37,52
862,psutherelnx,Pamela,Sutherel,psutherelnx@stanford.edu,12286 Crest Line Avenue,Rockville,Maryland,Bigender,0.16,0.36,0.38,0.19,90
863,gpullinny,Gareth,Pullin,gpullinny@furl.net,340 Shopko Junction,Des Moines,Iowa,Non-binary,0.16,0.25,0.4,0.25,88
864,ayounienz,Annie,Younie,ayounienz@4shared.com,94 Meadow Ridge Hill,Houston,Texas,Male,0.61,0.74,0.27,0.38,65
865,ssurgeono0,Shirl,Surgeon,ssurgeono0@twitpic.com,830 Randy Plaza,Spring,Texas,Female,0.06,0.82,0.31,0.82,46
866,sloheringo1,Sibella,Lohering,sloheringo1@google.es,04 Cody Place,Glendale,Arizona,Polygender,0.98,0.25,0.22,0.31,51
867,hpolinio2,Hamlin,Polini,hpolinio2@nba.com,2 Hoffman Plaza,Montgomery,Alabama,Bigender,0.81,0.05,0.06,0.83,1
868,dhobleo3,Danit,Hoble,dhobleo3@t.co,82 2nd Trail,Indianapolis,Indiana,Bigender,0.81,0.43,1.0,0.04,65
869,rdegliabbatio4,Roanna,Degli Abbati,rdegliabbatio4@a8.net,67 Sheridan Way,Albuquerque,New Mexico,Genderqueer,0.88,0.7,0.48,0.47,27
870,nsugarmano5,Natividad,Sugarman,nsugarmano5@github.io,003 Rowland Alley,Charleston,South Carolina,Genderfluid,0.63,0.27,0.58,0.86,78
871,egehringero6,Essie,Gehringer,egehringero6@flavors.me,9835 Rusk Plaza,Birmingham,Alabama,Agender,0.75,0.99,0.38,0.27,28
872,amccooleo7,Ame,McCoole,amccooleo7@photobucket.com,8326 Schurz Center,Oklahoma City,Oklahoma,Genderqueer,0.75,0.84,0.14,0.56,38
873,hkillougho8,Hieronymus,Killough,hkillougho8@spiegel.de,632 Roth Avenue,Houston,Texas,Bigender,0.56,0.39,0.85,0.13,76
874,kjosilevicho9,Kylynn,Josilevich,kjosilevicho9@dion.ne.jp,473 Carberry Avenue,Grand Rapids,Michigan,Genderfluid,0.19,0.73,0.49,0.49,6
875,tchartersoa,Tobye,Charters,tchartersoa@gov.uk,986 Brentwood Crossing,Saint Paul,Minnesota,Genderqueer,0.61,0.19,0.77,0.18,11
876,lmclaganob,Lynnet,McLagan,lmclaganob@cafepress.com,127 Brown Crossing,Jamaica,New York,Genderqueer,0.34,0.16,0.16,0.54,60
877,bmcveighoc,Bianka,McVeigh,bmcveighoc@geocities.com,7 Ludington Court,Kansas City,Missouri,Polygender,0.96,0.74,0.5,0.51,70
878,gtreeceod,Georgie,Treece,gtreeceod@tumblr.com,57292 Bayside Park,Rockville,Maryland,Bigender,0.15,0.91,0.01,0.66,50
879,fmcilreavyoe,Felicle,McIlreavy,fmcilreavyoe@telegraph.co.uk,321 Maryland Center,Saint Paul,Minnesota,Male,0.94,0.36,0.25,0.24,28
880,cmaystonof,Corenda,Mayston,cmaystonof@ezinearticles.com,105 International Alley,Washington,District of Columbia,Agender,0.02,0.41,0.11,0.15,77
881,cheinemannog,Collete,Heinemann,cheinemannog@microsoft.com,86131 Elgar Center,Miami,Florida,Agender,0.93,0.23,0.08,0.62,92
882,gspohrmannoh,Glenda,Spohrmann,gspohrmannoh@npr.org,10 Dexter Point,Jacksonville,Florida,Genderfluid,0.23,0.36,0.93,0.55,27
883,zmarmonoi,Zilvia,Marmon,zmarmonoi@pcworld.com,62 David Way,Brooklyn,New York,Bigender,0.93,0.31,0.07,0.7,73
884,gdorkensoj,Gard,Dorkens,gdorkensoj@google.cn,3682 Sutherland Circle,Austin,Texas,Polygender,0.74,0.84,0.87,0.71,55
885,kharsumok,Katerina,Harsum,kharsumok@soundcloud.com,32286 Weeping Birch Center,Houston,Texas,Bigender,0.92,0.39,0.18,0.21,39
886,fyuol,Ferrel,Yu,fyuol@odnoklassniki.ru,514 Dorton Plaza,Phoenix,Arizona,Female,0.61,0.92,0.73,0.63,28
887,tfarrandom,Tessie,Farrand,tfarrandom@123-reg.co.uk,34 Fair Oaks Lane,Honolulu,Hawaii,Bigender,0.08,0.77,0.3,0.24,27
889,xkerfutoo,Xenos,Kerfut,xkerfutoo@ucoz.com,90 Morningstar Drive,Milwaukee,Wisconsin,Genderfluid,0.74,0.32,0.62,0.31,32
890,ehamerop,Emmi,Hamer,ehamerop@unc.edu,61254 Katie Alley,Springfield,Illinois,Polygender,0.85,0.14,0.19,0.52,93
891,aphilippaultoq,Auroora,Philippault,aphilippaultoq@domainmarket.com,11 Village Green Road,Alexandria,Louisiana,Female,0.51,0.49,0.98,0.27,9
892,hberntor,Hailey,Bernt,hberntor@kickstarter.com,34967 Stone Corner Park,Miami,Florida,Polygender,0.49,0.77,0.27,0.49,12
893,rgowaros,Ronald,Gowar,rgowaros@geocities.com,218 Northland Circle,Tacoma,Washington,Male,0.51,0.07,0.9,0.02,79
894,daitchinsonot,Deedee,Aitchinson,daitchinsonot@imdb.com,568 School Crossing,Nashville,Tennessee,Polygender,0.7,0.92,0.94,0.96,76
895,laldisou,Leonhard,Aldis,laldisou@seesaa.net,7186 Heffernan Place,Fairbanks,Alaska,Female,0.01,0.2,0.44,0.09,73
896,orisbyov,Osmond,Risby,orisbyov@w3.org,692 Carey Court,Pasadena,California,Genderfluid,0.25,0.93,0.73,0.25,48
897,mevittow,Marina,Evitt,mevittow@indiegogo.com,27 Blackbird Way,Augusta,Georgia,Male,0.81,0.82,0.63,0.9,74
898,hbasleyox,Husein,Basley,hbasleyox@npr.org,47303 Fallview Pass,Newton,Massachusetts,Genderfluid,0.66,0.04,0.31,0.25,78
899,fcostellowoy,Faydra,Costellow,fcostellowoy@nih.gov,28 Kenwood Circle,New York City,New York,Agender,0.46,1.0,0.08,0.96,23
900,bekelloz,Blaine,Ekell,bekelloz@blogs.com,25 Washington Parkway,Boise,Idaho,Male,0.75,0.07,0.45,1.0,87
901,hbrewsterp0,Hurley,Brewster,hbrewsterp0@prlog.org,14 Northwestern Pass,Jacksonville,Florida,Polygender,0.52,0.33,0.97,1.0,16
902,mmcmahonp1,Merci,McMahon,mmcmahonp1@craigslist.org,1 Gateway Crossing,Pinellas Park,Florida,Male,0.21,0.92,0.72,0.97,45
903,rmourantp2,Ransom,Mourant,rmourantp2@meetup.com,05185 Mayfield Circle,Charlotte,North Carolina,Bigender,0.51,0.81,0.46,0.37,19
904,snutkinp3,Skelly,Nutkin,snutkinp3@addthis.com,7417 Dayton Court,El Paso,Texas,Agender,0.41,0.81,0.13,0.08,46
905,eiannellip4,Elmira,Iannelli,eiannellip4@examiner.com,4 Corscot Lane,Madison,Wisconsin,Non-binary,0.38,0.97,0.96,0.86,25
906,mbillisonp5,Monro,Billison,mbillisonp5@reverbnation.com,877 John Wall Lane,Shawnee Mission,Kansas,Female,0.22,0.74,0.28,0.27,0
907,amainsp6,Arnaldo,Mains,amainsp6@npr.org,9270 Johnson Park,Norman,Oklahoma,Polygender,0.22,0.39,0.92,0.11,18
908,efeathersbyp7,Eric,Feathersby,efeathersbyp7@cbc.ca,9 Mariners Cove Place,Harrisburg,Pennsylvania,Bigender,0.31,0.42,0.25,0.15,95
909,gwraggsp8,Galvan,Wraggs,gwraggsp8@parallels.com,60 Dexter Avenue,Dallas,Texas,Non-binary,0.86,0.22,0.24,0.46,28
910,ssambrokp9,Sigismondo,Sambrok,ssambrokp9@ucsd.edu,57 Ryan Alley,New York City,New York,Non-binary,0.85,0.13,0.43,0.73,21
911,tgibbspa,Tana,Gibbs,tgibbspa@washingtonpost.com,5 Thompson Lane,Minneapolis,Minnesota,Polygender,0.61,0.63,0.33,0.3,15
913,edugganpc,Eunice,Duggan,edugganpc@economist.com,7261 Esker Alley,Oklahoma City,Oklahoma,Genderfluid,0.67,0.7,0.53,0.0,10
914,ttenniswoodpd,Thorpe,Tenniswood,ttenniswoodpd@altervista.org,5028 Mcbride Alley,Peoria,Illinois,Agender,0.91,0.8,0.49,0.35,57
915,hharriespe,Horten,Harries,hharriespe@fc2.com,535 Debs Lane,Alexandria,Virginia,Genderqueer,0.64,0.87,0.87,0.2,49
916,speruttopf,Starlene,Perutto,speruttopf@fc2.com,7 Maple Road,Cape Coral,Florida,Polygender,0.69,0.46,0.48,0.52,41
918,jcherrieph,Josefina,Cherrie,jcherrieph@ow.ly,0 Springview Lane,Fort Smith,Arkansas,Female,0.3,0.64,0.31,0.14,63
919,kfilochovpi,Keely,Filochov,kfilochovpi@delicious.com,12 Buell Court,Phoenix,Arizona,Male,0.91,0.52,0.72,0.23,1
920,dgoliglypj,Dayle,Goligly,dgoliglypj@networkadvertising.org,0210 Fisk Circle,Tacoma,Washington,Polygender,0.29,0.45,0.85,0.35,34
921,wmcginlypk,Weylin,McGinly,wmcginlypk@about.me,36 East Point,Dallas,Texas,Bigender,0.73,0.71,0.96,0.81,1
922,ogotcherpl,Olivier,Gotcher,ogotcherpl@paginegialle.it,5764 Weeping Birch Street,Columbus,Georgia,Agender,0.56,0.77,0.95,0.67,50
923,mcostelowpm,Mallory,Costelow,mcostelowpm@smh.com.au,92 Monica Alley,Fargo,North Dakota,Polygender,0.46,0.27,0.31,0.5,24
924,bovenpn,Burke,Oven,bovenpn@printfriendly.com,11935 Carberry Lane,Amarillo,Texas,Agender,0.81,0.53,0.23,0.07,71
925,gdochertypo,Glynn,Docherty,gdochertypo@bbc.co.uk,1485 Anniversary Lane,Wilmington,Delaware,Genderqueer,0.06,0.87,0.28,0.53,4
926,cwilsteadpp,Concettina,Wilstead,cwilsteadpp@istockphoto.com,6 Londonderry Hill,Charlotte,North Carolina,Polygender,0.43,0.11,0.68,0.03,2
927,cgirkepq,Clim,Girke,cgirkepq@archive.org,7 Logan Center,Peoria,Illinois,Female,0.94,0.7,0.83,0.8,30
928,hbolderstonepr,Harry,Bolderstone,hbolderstonepr@mayoclinic.com,5507 Northfield Court,Spring,Texas,Genderqueer,0.23,0.07,0.79,0.17,39
929,charburtsonps,Claudio,Harburtson,charburtsonps@zimbio.com,8 Granby Place,Boston,Massachusetts,Non-binary,0.19,0.55,0.34,0.71,52
931,sburdspu,Shari,Burds,sburdspu@opensource.org,8979 Northfield Pass,Topeka,Kansas,Polygender,0.07,0.53,0.38,0.37,15
932,cgoldthorppv,Cristobal,Goldthorp,cgoldthorppv@discuz.net,6 Ramsey Trail,Columbus,Ohio,Genderqueer,0.1,0.77,0.99,0.49,57
933,bexcellpw,Bartel,Excell,bexcellpw@eventbrite.com,3959 Roxbury Trail,Omaha,Nebraska,Male,0.65,0.21,0.99,0.84,70
934,truberrypx,Tawsha,Ruberry,truberrypx@si.edu,96614 Sunbrook Alley,Houston,Texas,Bigender,0.74,0.62,0.52,0.58,44
935,aroartypy,Antone,Roarty,aroartypy@privacy.gov.au,808 Warrior Point,Huntington,West Virginia,Polygender,0.85,0.54,0.08,0.63,71
936,gdemcikpz,Grethel,Demcik,gdemcikpz@sciencedirect.com,16 2nd Trail,Atlanta,Georgia,Polygender,0.67,0.97,0.75,0.79,54
937,chollerinq0,Cassi,Hollerin,chollerinq0@phoca.cz,95041 Lakewood Trail,Charlotte,North Carolina,Polygender,0.03,0.67,0.5,0.82,72
938,mbathowq1,Molli,Bathow,mbathowq1@github.com,8253 Novick Crossing,Pasadena,Texas,Genderqueer,0.88,0.52,0.97,0.69,47
939,dsockellq2,Daven,Sockell,dsockellq2@sakura.ne.jp,8 Helena Avenue,Virginia Beach,Virginia,Non-binary,0.2,0.94,0.58,0.1,20
940,eswepstoneq3,Eda,Swepstone,eswepstoneq3@hud.gov,0854 Barnett Avenue,Glendale,California,Genderfluid,0.5,0.85,0.21,0.62,6
942,jmatitiahoq5,Jorge,Matitiaho,jmatitiahoq5@artisteer.com,00049 Declaration Crossing,San Jose,California,Male,0.19,0.57,0.61,0.79,50
944,gmcnairq7,Gay,McNair,gmcnairq7@ask.com,1606 Mallory Hill,Fort Lauderdale,Florida,Polygender,0.88,0.78,0.22,0.38,9
945,lmussoliniq8,Luelle,Mussolini,lmussoliniq8@nytimes.com,9 Sunfield Center,Minneapolis,Minnesota,Female,0.68,0.5,0.45,0.24,51
946,btallq9,Babbie,Tall,btallq9@paypal.com,79575 Parkside Hill,Honolulu,Hawaii,Genderqueer,0.99,0.86,0.84,0.69,75
947,broxbroughqa,Bald,Roxbrough,broxbroughqa@fc2.com,16 Kings Circle,Norfolk,Virginia,Genderqueer,0.26,0.5,0.48,0.15,35
948,mvanettiqb,Marje,Vanetti,mvanettiqb@slashdot.org,83675 Thackeray Parkway,Corona,California,Female,0.51,0.5,0.01,0.37,59
949,kdumbreckqc,Krystal,Dumbreck,kdumbreckqc@people.com.cn,0822 Kinsman Center,Lake Worth,Florida,Bigender,0.04,0.63,0.94,0.99,87
950,gjamblinqd,Gregorius,Jamblin,gjamblinqd@google.ca,8490 Loftsgordon Avenue,Saint Petersburg,Florida,Non-binary,0.92,0.06,0.38,0.07,98
951,cmclagainqe,Cord,McLagain,cmclagainqe@imgur.com,031 Daystar Crossing,Dayton,Ohio,Male,0.08,0.95,0.19,0.8,80
952,hbancroftqf,Hanson,Bancroft,hbancroftqf@foxnews.com,5528 Victoria Hill,Riverside,California,Male,0.32,0.26,0.16,0.44,80
